timestamps,TP9,AF7,AF8,TP10,Right AUX
1586550099.726,1.465,36.133,39.551,21.973,14.160
1586550099.730,-84.961,32.715,39.062,-20.996,-4.883
1586550099.734,4.883,33.203,38.086,7.812,29.785
1586550099.738,130.371,37.598,37.109,54.688,81.055
1586550099.742,36.621,39.551,39.551,20.020,67.383
1586550099.746,-100.098,39.551,45.410,-29.297,30.762
1586550099.750,-53.711,38.086,46.875,-19.531,53.223
1586550099.754,92.285,36.133,40.039,28.809,65.430
1586550099.758,71.289,38.086,37.109,32.715,37.598
1586550099.761,-81.543,36.621,39.551,-18.555,25.879
1586550099.765,-65.918,36.133,43.457,-13.184,-16.113
1586550099.769,75.684,36.133,43.457,40.527,13.184
1586550099.773,113.770,33.691,43.457,61.035,85.938
1586550099.777,-38.086,34.668,44.434,8.789,54.199
1586550099.781,-79.102,33.203,41.016,-20.508,17.090
1586550099.785,42.969,36.133,40.039,18.066,16.113
1586550099.789,134.766,38.086,34.668,61.523,58.594
1586550099.793,13.184,39.062,29.297,35.156,49.805
1586550099.797,-68.359,42.969,36.621,-0.488,3.906
1586550099.801,20.996,41.992,41.504,21.484,-2.930
1586550099.804,147.949,39.062,43.457,74.707,14.648
1586550099.808,71.777,39.062,40.527,56.641,37.109
1586550099.812,-62.500,36.133,39.062,5.371,3.418
1586550099.816,-21.973,33.691,39.062,11.719,37.598
1586550099.820,118.652,31.738,41.504,62.988,66.406
1586550099.824,102.539,30.273,42.969,62.500,33.691
1586550099.828,-48.340,31.738,41.016,8.789,-6.836
1586550099.832,-43.457,32.227,41.016,2.441,-4.883
1586550099.836,90.332,30.762,37.598,52.246,36.133
1586550099.840,143.066,30.762,35.645,83.496,14.160
1586550099.844,-10.254,31.738,37.109,29.785,9.277
1586550099.847,-61.035,31.250,35.156,7.324,32.227
1586550099.851,56.641,32.227,35.645,52.734,42.969
1586550099.855,158.203,33.203,34.180,81.543,64.941
1586550099.859,37.109,32.715,37.109,38.574,15.137
1586550099.863,-71.289,31.250,40.527,-1.465,-14.648
1586550099.867,5.859,29.297,37.598,23.438,17.090
1586550099.871,145.508,28.809,34.180,80.078,15.137
1586550099.875,80.566,28.809,34.668,56.641,12.207
1586550099.879,-64.453,31.250,36.621,4.883,13.672
1586550099.883,-30.762,28.809,33.691,9.277,7.324
1586550099.886,104.980,27.344,33.203,55.664,47.363
1586550099.890,106.934,32.227,35.156,65.918,45.898
1586550099.894,-42.969,31.250,36.621,14.160,8.789
1586550099.898,-59.082,29.297,36.621,-1.465,34.668
1586550099.902,67.383,30.762,33.203,42.969,59.082
1586550099.906,144.043,29.297,33.203,79.590,18.066
1586550099.910,-1.953,31.250,35.645,33.203,-28.809
1586550099.914,-71.289,34.180,35.645,-3.418,1.465
1586550099.918,39.551,34.668,34.180,31.250,42.969
1586550099.922,155.762,31.738,34.180,81.055,20.508
1586550099.926,38.086,28.809,33.691,41.992,-2.930
1586550099.929,-72.266,34.668,31.250,-4.883,-18.066
